url,visual_design,mobile_experience,content_clarity,accessibility,navigation,content_volume,issues_identified,critical_fixes,score_gain
https://localdigital.org,9.9,8.7,9.8,8.7,9.5,8.7,4,1,8
https://studio.org,4.3,1.7,4.2,3.4,2.5,3.1,21,5,69
https://appscience.biz,8.8,7.7,7.6,9.9,8.9,9.7,6,0,12
https://lab.edu,3.6,4.4,2.7,2.4,4.5,3.7,35,4,56
https://connectfutureearth.org,9.6,9.9,9.9,9.5,9.9,9.9,0,0,2
https://base.io,4.0,5.0,4.7,3.8,5.5,3.9,27,11,42
https://market.biz,5.5,7.0,5.0,4.6,6.2,6.3,24,6,39
https://designdigitalcare.com,9.9,9.9,9.9,9.9,9.9,9.2,0,0,1
https://studioweb.org,8.1,8.1,8.8,8.4,9.5,9.9,2,0,13
https://nextartglobal.org,9.9,7.9,8.0,9.9,8.8,9.9,3,1,11
https://cityhealthsmart.org,3.5,3.5,4.5,3.1,3.9,2.2,35,9,56
https://studio.info,5.5,5.1,5.4,5.3,5.7,6.0,10,3,42
https://systemapp.com,9.7,9.6,7.1,6.8,7.6,8.9,4,0,11
https://digitalearth.io,7.2,8.6,8.2,8.8,9.8,8.4,3,1,17
https://design.ai,4.8,5.1,5.1,4.0,5.8,3.3,22,8,51
https://lifecitysystem.edu,8.3,9.7,7.4,9.9,8.5,9.0,6,1,14
https://visionconnectglobal161.info,4.2,6.5,5.4,5.1,6.4,5.5,17,3,32
https://agencysystem.com,8.4,8.0,9.9,7.3,7.9,7.9,3,1,13
https://connectartnature163.co,5.4,5.5,4.3,3.2,5.6,4.4,28,6,54
https://mediacloudglobal.net,3.1,1.9,2.7,2.6,3.1,2.1,23,4,73
https://soft.com,5.5,2.7,3.5,5.0,4.4,3.9,26,6,41
https://health.net,8.2,6.5,7.3,9.0,7.2,6.8,11,3,25
https://stateearth.io,6.8,7.9,7.4,5.9,6.3,6.6,18,2,35
https://healthcare.edu,8.2,9.1,8.0,6.8,8.2,8.0,11,3,23
https://state.org,9.9,9.9,9.9,9.9,8.6,7.8,3,0,6
https://marketagencydev.org,2.2,4.5,2.2,3.4,4.3,3.4,34,15,63
https://statebuild.org,9.6,8.7,9.0,7.5,8.7,9.3,3,0,12
https://agency.edu,6.2,8.6,7.6,7.4,6.3,7.6,16,4,16
https://funddevcloud.com,8.2,6.5,7.2,6.4,6.3,6.9,13,1,19
https://networkapplife.info,6.8,8.3,7.8,8.4,8.7,8.1,5,1,21
https://global.io,7.0,5.6,5.4,5.2,5.5,6.3,10,1,34
https://statemedialab.biz,5.9,7.7,6.3,5.4,6.4,6.5,13,5,26
https://media.ai,1.3,2.7,3.7,3.6,4.3,2.0,33,11,53
https://techappweb.com,9.9,8.8,9.9,8.2,7.9,9.9,3,0,6
https://build.info,7.7,7.9,9.6,9.9,9.7,9.9,4,1,9
https://market.org,4.1,2.0,2.6,1.5,4.1,2.9,19,2,46
https://appart181.edu,6.7,5.7,8.3,5.8,5.8,5.8,16,3,27
https://network.io,9.3,8.4,9.7,9.4,8.6,9.4,4,1,6
https://city.io,5.2,5.1,5.4,5.2,3.0,3.2,20,8,42
https://agencysystemtech.io,9.2,7.2,8.2,7.5,7.1,7.9,11,4,20
https://connectbasesystem.gov,6.5,4.6,6.0,6.3,6.5,6.8,13,3,39
https://foundationmarketlocal.com,5.5,6.8,6.0,6.0,4.5,5.2,15,2,26
https://codelife.gov,8.5,7.8,8.8,6.4,6.2,7.8,5,0,22
https://solutionsnexttech.gov,2.6,2.2,4.0,3.9,4.0,4.4,16,6,76
https://designcloudfuture189.net,2.8,3.1,3.5,2.0,1.9,1.4,29,6,86
https://nextmarket190.io,3.9,6.0,6.8,6.3,4.2,4.4,26,3,35
https://market191.com,6.4,3.9,6.2,5.5,6.1,6.3,16,4,28
https://createcity.io,2.7,2.4,1.6,3.3,1.7,1.0,26,3,75
https://systemhealthweb.edu,8.1,7.4,9.5,9.3,6.8,7.9,7,1,20
https://designcareearth.biz,5.7,4.7,5.8,5.2,5.1,5.9,16,7,48
https://statedevpublic.edu,3.7,2.4,2.8,2.9,2.2,2.4,42,20,46
https://hubglobalnature.co,5.0,4.6,4.7,6.2,4.8,4.9,27,11,40
https://networkearthcity.net,7.2,6.7,8.4,6.5,8.5,7.4,12,3,25
https://hubcode.com,9.9,9.9,9.1,9.1,8.8,8.3,2,0,9
https://connectdata.edu,3.6,3.5,2.7,3.6,2.5,4.6,27,5,63
https://healthtrustgroup.gov,5.4,5.9,7.0,6.0,5.5,5.6,15,4,26
https://system.edu,9.9,9.9,9.9,9.9,8.1,9.1,1,0,6
https://connectpublicsmart.biz,6.0,5.9,6.7,4.5,6.3,6.1,17,3,31
https://systemlife.org,3.7,5.0,5.6,4.3,4.8,2.9,31,4,34
https://future.gov,2.8,3.3,2.8,1.2,2.5,2.9,30,3,50
https://base205.com,6.6,5.4,5.6,6.3,5.1,6.4,9,2,25
https://cityearthdesign.net,3.4,4.3,4.3,5.0,3.3,2.3,21,6,46
https://city.info,6.3,6.7,7.5,4.8,4.9,4.8,11,5,44
https://art.org,2.1,1.9,2.3,2.9,3.9,4.2,17,3,44
https://groupmarketagency.biz,2.8,3.7,1.5,4.2,3.9,4.0,25,6,76
https://natureglobal.net,2.1,1.9,1.9,3.9,4.1,1.8,19,4,59
https://labfoundation.com,3.0,4.4,5.5,3.7,3.6,5.7,28,6,48
https://network.edu,2.1,1.8,3.7,2.8,1.1,3.4,39,17,46
https://connectart.gov,6.5,6.7,7.2,7.6,5.6,6.3,10,4,38
https://funddev.io,8.9,9.9,8.4,9.9,9.9,9.9,1,0,5
https://globalsolutions.biz,7.9,9.3,7.7,7.4,9.0,8.9,6,2,13
https://buildbasedata.biz,3.1,3.0,3.9,3.9,4.3,5.1,32,15,61
https://group.ai,1.7,1.9,2.6,3.3,4.1,3.8,28,10,72
https://group.org,3.2,2.1,2.0,3.0,2.6,1.3,44,17,68
https://dev219.biz,5.1,5.1,4.2,5.0,3.0,5.6,23,5,50
https://sciencelocalconnect.com,8.2,8.3,7.5,8.9,8.1,7.1,6,1,23
https://healthdata221.info,9.3,8.3,9.0,8.1,8.4,9.4,6,2,14
https://globalfutureart.gov,5.8,5.6,6.8,5.6,4.8,6.9,18,2,41
https://global.edu,3.7,4.7,5.4,5.8,3.8,4.4,16,3,42
https://techglobal224.ai,7.0,7.7,8.2,9.3,9.3,9.0,3,0,10
https://earthdigitaldata.org,2.6,4.0,3.0,4.3,2.5,3.7,36,6,65
https://designnetworkfoundation.ai,9.9,9.9,9.9,8.8,9.9,9.9,1,0,2
https://healthcare.ai,2.2,2.0,2.0,3.0,2.8,2.9,41,9,84
https://globalconnect.net,2.2,2.2,4.6,2.7,2.6,2.3,17,8,52
https://softsystemagency.gov,4.4,4.2,3.3,4.2,3.6,3.7,31,7,69
https://connectdesign.com,9.9,9.6,9.6,9.6,7.4,8.0,4,1,9
https://smartglobal231.com,3.4,3.3,5.2,4.9,3.4,5.0,19,7,49
https://studiohub.ai,1.8,3.5,4.5,2.0,3.3,3.9,16,7,61
https://base.edu,4.2,4.7,5.4,6.1,5.9,5.4,28,12,33
https://globalmarketproject.info,7.6,8.9,8.4,6.4,8.8,7.5,8,3,22
https://devcode235.biz,8.4,7.2,8.5,7.6,6.4,7.3,6,2,17
https://designagencycare.biz,3.7,2.3,4.3,4.2,2.1,4.3,16,5,69
https://studioglobalpublic.net,7.9,6.5,6.9,6.3,5.5,7.4,13,3,34
https://networkgroup238.net,3.8,3.8,4.2,2.2,3.3,2.8,39,16,77
https://softpublicfoundation.co,6.1,3.9,5.9,3.8,6.5,6.4,14,2,37
https://earthconnect.co,7.6,7.7,9.9,8.6,7.8,9.3,5,1,18
https://projectfutureglobal241.biz,7.6,9.4,9.2,8.1,8.3,7.2,4,1,20
https://trust.co,4.2,5.2,4.5,5.1,3.7,3.3,16,7,64
https://app.gov,6.9,8.1,6.5,8.3,7.3,8.2,8,1,29
https://solutionsfuture.org,6.0,8.8,7.0,6.3,7.8,7.7,15,1,25
https://artgloballife.co,3.0,3.7,2.7,4.5,4.6,3.6,18,5,62
https://studio.info,4.2,6.4,6.2,4.2,5.8,5.6,11,4,44
https://trust247.co,5.1,5.0,3.2,5.3,4.0,3.8,13,5,43
https://localglobal.net,8.1,8.4,7.9,8.3,8.8,8.4,7,2,10
https://nature.io,9.4,9.5,9.1,7.7,8.3,9.9,2,0,9
https://trustmedia.gov,7.7,6.5,7.4,5.8,7.0,5.7,10,3,38
https://dataconnecthealth251.com,5.3,3.8,3.2,4.7,4.5,3.5,30,12,54
https://smart.com,6.0,8.0,8.4,7.1,8.2,6.4,8,2,19
https://hub.net,8.6,8.1,7.0,6.4,5.9,6.6,8,1,31
https://healthcreatebase254.info,7.0,7.7,7.0,6.5,5.8,6.7,11,2,19
https://smart.net,4.1,2.5,4.5,3.5,3.2,2.8,30,3,68
https://buildnetworkfoundation.ai,9.9,9.9,9.9,8.8,9.9,8.9,2,0,5
https://future.io,8.0,7.6,6.9,6.5,8.4,8.8,10,2,21
https://fundsolutions.io,3.7,2.8,2.2,1.0,1.1,1.9,23,7,48
https://hubnextcity259.com,1.4,1.6,3.7,1.6,2.3,2.9,35,9,83
https://buildhub.gov,5.9,4.1,6.7,5.5,5.7,6.7,24,5,43
https://designcodescience261.com,2.3,2.6,3.1,2.8,2.4,3.7,25,6,76
https://trust262.gov,8.0,7.7,9.2,7.9,7.5,7.6,7,2,24
https://careops.edu,5.3,4.5,6.9,6.9,5.5,5.7,12,1,43
https://cloud.net,9.4,8.1,9.7,9.9,9.9,9.3,2,0,7
https://labvision.net,2.2,2.5,3.3,2.8,3.1,3.0,15,5,60
https://projectconnect.ai,7.4,8.9,8.0,8.9,6.1,7.4,5,0,15
https://health.info,3.0,4.6,3.1,2.1,3.5,4.6,31,5,42
https://digitalcity.com,2.2,2.8,4.5,3.2,4.4,1.9,37,7,60
https://agencycity.io,8.9,8.6,9.7,7.9,8.4,7.6,5,2,16
https://lifedevconnect.gov,3.9,3.9,4.5,4.8,4.5,6.3,27,6,59
https://networkfundscience.edu,4.3,4.2,4.6,4.6,4.8,6.9,10,1,56
https://artdata272.co,4.0,5.3,5.0,3.4,5.6,2.8,28,3,55
https://publicfoundation273.com,4.7,5.5,4.5,3.6,5.2,4.4,27,4,45
https://nature.org,9.5,8.6,9.6,9.9,9.9,9.9,2,0,3
https://design.com,7.6,9.1,8.3,9.2,8.6,9.9,6,1,10
https://appnaturecreate.biz,7.5,5.0,6.0,5.1,5.7,7.0,20,4,36
https://opslabtech277.edu,5.4,4.5,6.3,6.7,6.8,6.5,10,2,28
https://state.org,7.1,7.0,7.6,5.2,7.7,5.2,12,2,32
https://localglobal.co,3.0,3.9,1.4,2.9,3.2,1.2,34,14,61
https://codedesign280.io,2.8,1.1,2.8,1.8,1.1,2.0,33,5,77
https://systemsoft.info,7.3,6.1,8.0,8.2,6.9,5.9,14,6,35
https://cloud.co,9.9,8.8,9.9,9.6,9.2,9.3,3,0,6
https://hubglobalfund283.io,5.9,5.7,3.6,5.8,5.9,6.3,20,5,44
https://careinnovateearth.info,3.3,4.5,2.8,4.1,3.8,4.6,35,3,52
https://agencygroup.co,7.8,8.0,7.3,6.2,5.4,7.6,8,1,30
https://agencynetworkconnect.co,9.8,9.9,9.9,8.7,9.9,9.7,0,0,2
https://statecodesolutions287.org,5.1,6.3,4.1,5.3,5.0,5.3,12,4,29
https://systemstudioscience288.io,9.9,8.9,9.3,9.9,9.9,9.6,1,0,2
https://statetrust.ai,6.1,7.4,4.5,6.9,5.7,5.5,22,8,39
https://solutions.ai,1.2,3.5,1.1,2.5,1.0,2.9,23,3,84
https://system.gov,5.7,6.7,4.7,5.3,7.2,5.5,13,3,45
https://devvisioncity.ai,8.4,9.6,8.4,9.9,9.9,9.3,3,0,7
https://smart.ai,6.5,8.8,8.9,8.9,8.5,8.8,4,0,12
https://technaturepublic.ai,7.8,7.6,9.2,8.4,9.3,9.4,3,1,16
https://city.org,5.2,6.0,3.5,3.4,3.4,4.4,23,6,49
https://globaldev.edu,6.7,7.4,7.2,6.6,6.1,7.6,14,4,29
https://app.co,5.1,5.6,5.8,3.4,3.4,3.9,18,8,38
https://globalpublicfoundation298.org,9.9,9.9,8.9,8.5,8.9,8.2,4,1,6
https://lifemarketweb.org,6.5,4.6,5.2,5.3,6.8,6.8,16,1,40
https://global.gov,7.4,5.6,6.2,7.5,5.4,4.6,9,3,28
https://groupdevtech.co,5.6,5.9,7.2,5.9,5.2,7.0,16,3,27
https://projectinnovate.gov,8.0,6.1,8.6,6.5,7.0,8.1,14,4,19
https://datafoundationweb.co,9.9,9.0,9.9,9.4,9.5,9.9,1,0,2
https://lab304.org,9.9,8.4,9.9,9.1,9.8,8.6,3,1,8
https://citybuild305.co,5.5,8.1,5.9,6.3,5.5,7.3,17,4,21
https://public.gov,8.3,9.9,9.9,9.9,9.9,9.9,1,0,4
https://naturestate.biz,8.7,9.6,8.5,9.1,9.0,9.0,4,1,6
https://systemlifedata.biz,2.7,2.1,2.2,3.3,2.8,2.8,18,5,59
https://agencydata309.co,3.5,4.4,5.2,5.7,4.3,5.5,22,4,53
https://art.com,4.6,6.2,5.9,5.5,6.2,4.7,20,7,42
https://sciencecodeweb.net,8.4,9.0,6.6,8.3,7.3,7.4,9,2,14
https://project.co,5.1,5.9,4.9,5.0,5.1,7.5,16,6,40
https://nextfuturenetwork.edu,2.2,1.4,3.3,2.0,3.5,3.7,21,3,53
https://mediawebhub.io,3.0,1.7,2.2,2.2,1.5,1.0,42,15,70
https://foundationtrustcode315.edu,7.7,7.7,7.7,6.3,7.3,8.4,12,1,15
https://systemdesignpublic.ai,3.0,4.9,3.9,4.0,2.7,3.2,28,10,70
https://projectweb.org,4.8,3.2,4.5,3.2,5.6,5.2,19,8,53
https://group.gov,1.0,2.8,3.2,1.7,3.3,1.0,33,13,83
https://globaltrustweb.net,3.7,3.4,1.5,1.3,2.1,3.4,22,4,85
https://connect.org,3.5,1.0,1.5,1.6,3.7,3.1,38,7,47
https://earth.com,7.4,7.1,6.7,7.7,6.6,7.2,13,4,22
https://cloud.ai,3.7,2.5,1.7,1.3,3.3,3.2,23,11,76
https://networkbaseinnovate.ai,9.4,8.1,8.4,7.6,8.1,7.8,7,2,19
https://future.biz,5.3,2.9,4.6,4.8,3.6,4.1,17,4,45
https://soft.info,1.6,3.4,1.9,2.7,2.4,2.8,33,5,54
https://marketpublic.io,2.3,4.2,2.6,2.5,1.8,3.1,36,13,50
https://digital.com,6.8,6.1,6.2,8.8,6.6,7.1,17,7,23
https://base.info,8.5,8.7,9.9,9.2,9.9,8.8,2,0,6
https://dev.co,4.9,4.9,6.3,3.7,6.6,5.0,28,6,45
https://globalwebstudio.net,8.5,9.9,9.9,9.9,9.0,8.1,2,0,7
https://globaltrustsmart.net,6.3,7.2,4.8,6.2,6.6,5.3,19,8,43
https://connectglobal.gov,9.2,9.3,7.4,9.4,7.4,9.9,7,3,7
https://future.com,8.7,7.7,8.9,7.7,7.0,7.7,5,0,15
https://market.io,3.9,2.2,3.2,1.8,2.8,3.3,25,5,47
https://networksoft335.org,5.3,7.0,7.4,7.7,5.8,6.9,17,3,38
https://createlab.net,2.3,2.7,3.1,4.8,3.5,3.6,28,9,63
https://projectcreate.io,4.4,6.5,3.8,4.6,5.5,4.1,20,3,60
https://studiogroup338.edu,8.0,9.6,8.5,8.2,7.7,8.3,8,1,18
https://design.info,8.3,8.5,6.7,8.0,6.9,6.0,11,1,19
https://groupsoft.info,9.2,7.6,9.9,7.8,9.7,9.9,5,1,10
https://smarthub.edu,5.3,4.8,2.7,3.5,4.3,3.6,34,15,39
https://lab.edu,3.0,2.6,3.7,2.3,2.7,3.7,28,5,53
https://webtrust.org,5.0,3.3,5.1,3.8,4.0,4.0,29,13,54
